iter	Passed	Remaining
1678	12947	2475
1679	12953	2467
1680	12959	2459
1681	12966	2451
1682	12973	2443
1683	12979	2435
1684	12988	2428
1685	13003	2421
1686	13012	2414
1687	13019	2406
1688	13025	2398
1689	13037	2391
1690	13076	2389
1691	13095	2383
1692	13115	2378
1693	13142	2373
1694	13158	2367
1695	13169	2360
1696	13178	2352
1697	13185	2345
1698	13199	2338
1699	13208	2330
1700	13215	2322
1701	13222	2315
1702	13228	2307
1703	13252	2302
1704	13271	2296
1705	13297	2291
1706	13331	2288
1707	13372	2286
1708	13413	2283
1709	13423	2276
1710	13430	2268
1711	13437	2260
1712	13445	2252
1713	13451	2244
1714	13457	2236
1715	13463	2228
1716	13469	2220
1717	13476	2212
1718	13483	2204
1719	13490	2196
1720	13498	2188
1721	13509	2180
1722	13516	2173
1723	13525	2165
1724	13532	2157
1725	13540	2149
1726	13547	2141
1727	13553	2133
1728	13560	2125
1729	13567	2117
1730	13576	2109
1731	13584	2102
1732	13591	2094
1733	13599	2086
1734	13607	2078
1735	13613	2070
1736	13619	2062
1737	13626	2054
1738	13635	2046
1739	13644	2038
1740	13650	2030
1741	13658	2022
1742	13668	2015
1743	13676	2007
1744	13683	1999
1745	13689	1991
1746	13696	1983
1747	13702	1975
1748	13708	1967
1749	13714	1959
1750	13722	1951
1751	13743	1945
1752	13749	1937
1753	13755	1929
1754	13761	1921
1755	13767	1913
1756	13773	1904
1757	13788	1898
1758	13794	1890
1759	13800	1881
1760	13807	1873
1761	13813	1865
1762	13821	1857
1763	13827	1849
1764	13836	1842
1765	13843	1834
1766	13850	1826
1767	13858	1818
1768	13866	1810
1769	13872	1802
1770	13879	1794
1771	13886	1786
1772	13892	1778
1773	13898	1770
1774	13906	1762
1775	13913	1754
1776	13919	1746
1777	13926	1738
1778	13932	1730
1779	13939	1722
1780	13946	1714
1781	13952	1706
1782	13962	1699
1783	13974	1691
1784	13980	1683
1785	13992	1676
1786	13998	1668
1787	14005	1660
1788	14012	1652
1789	14017	1644
1790	14024	1636
1791	14030	1628
1792	14036	1620
1793	14043	1612
1794	14049	1604
1795	14056	1596
1796	14062	1588
1797	14068	1580
1798	14075	1572
1799	14082	1564
1800	14088	1556
1801	14095	1548
1802	14100	1540
1803	14107	1532
1804	14114	1524
1805	14121	1516
1806	14127	1508
1807	14134	1500
1808	14141	1493
1809	14147	1485
1810	14154	1477
1811	14161	1469
1812	14166	1461
1813	14173	1453
1814	14180	1445
1815	14186	1437
1816	14192	1429
1817	14199	1421
1818	14205	1413
1819	14211	1405
1820	14218	1397
1821	14225	1389
1822	14231	1381
1823	14237	1373
1824	14247	1366
1825	14255	1358
1826	14261	1350
1827	14267	1342
1828	14274	1334
1829	14280	1326
1830	14286	1318
1831	14294	1310
1832	14302	1303
1833	14310	1295
1834	14316	1287
1835	14321	1279
1836	14327	1271
1837	14334	1263
1838	14340	1255
1839	14347	1247
1840	14353	1239
1841	14360	1231
1842	14367	1223
1843	14374	1216
1844	14381	1208
1845	14387	1200
1846	14395	1192
1847	14400	1184
1848	14407	1176
1849	14413	1168
1850	14419	1160
1851	14426	1152
1852	14432	1144
1853	14438	1137
1854	14445	1129
1855	14451	1121
1856	14459	1113
1857	14470	1105
1858	14479	1098
1859	14486	1090
1860	14492	1082
1861	14500	1074
1862	14506	1066
1863	14513	1058
1864	14519	1051
1865	14526	1043
1866	14532	1035
1867	14539	1027
1868	14549	1019
1869	14556	1011
1870	14564	1004
1871	14570	996
1872	14576	988
1873	14583	980
1874	14590	972
1875	14596	964
1876	14602	956
1877	14609	949
1878	14616	941
1879	14622	933
1880	14630	925
1881	14637	917
1882	14644	909
1883	14651	902
1884	14657	894
1885	14664	886
1886	14671	878
1887	14679	870
1888	14685	862
1889	14705	855
1890	14711	848
1891	14717	840
1892	14723	832
1893	14729	824
1894	14736	816
1895	14743	808
1896	14748	800
1897	14754	792
1898	14761	785
1899	14767	777
1900	14773	769
1901	14780	761
1902	14785	753
1903	14793	745
1904	14799	738
1905	14806	730
1906	14811	722
1907	14817	714
1908	14822	706
1909	14829	698
1910	14835	690
1911	14842	683
1912	14848	675
1913	14854	667
1914	14861	659
1915	14868	651
1916	14874	644
1917	14881	636
1918	14889	628
1919	14895	620
1920	14901	612
1921	14908	605
1922	14914	597
1923	14920	589
1924	14927	581
1925	14934	573
1926	14946	566
1927	14954	558
1928	14960	550
1929	14968	542
1930	14976	535
1931	14983	527
1932	14996	519
1933	15006	512
1934	15012	504
1935	15018	496
1936	15025	488
1937	15032	480
1938	15041	473
1939	15052	465
1940	15058	457
1941	15064	449
1942	15071	442
1943	15077	434
1944	15084	426
1945	15102	419
1946	15108	411
1947	15115	403
1948	15122	395
1949	15130	387
1950	15144	380
1951	15151	372
1952	15158	364
1953	15163	356
1954	15170	349
1955	15178	341
1956	15195	333
1957	15202	326
1958	15209	318
1959	15215	310
1960	15222	302
1961	15228	294
1962	15235	287
1963	15246	279
1964	15253	271
1965	15261	263
1966	15267	256
1967	15274	248
1968	15280	240
1969	15286	232
1970	15292	225
1971	15300	217
1972	15306	209
1973	15312	201
1974	15319	193
1975	15325	186
1976	15331	178
1977	15338	170
1978	15344	162
1979	15350	155
1980	15356	147
1981	15362	139
1982	15368	131
1983	15374	123
1984	15380	116
1985	15387	108
1986	15400	100
1987	15406	92
1988	15412	85
1989	15419	77
1990	15425	69
1991	15441	62
1992	15449	54
1993	15456	46
1994	15464	38
1995	15470	31
1996	15476	23
1997	15489	15
1998	15495	7
1999	15502	0
